url,title,members,type,city,category,note
https://t.me/rabota2poland,🇵🇱РАБОТА И ЛЕГАЛИЗАЦИЯ В ПОЛЬШЕ 🇵🇱,71,group,Poland-wide,загальний/міський,jobs
https://t.me/thewroclaw,Вроцлав Новости | The Wroclaw,69,channel,Wroclaw,загальний/міський,news
https://t.me/hotworkpoland,РОБОТА ПОЛЬЩА Безкоштовні вакансії 🇺🇦🇵🇱,66,group,Poland-wide,загальний/міський,jobs
https://t.me/robotabezposerednykiv,Робота без посередників Польща!!!,60,group,Poland-wide,загальний/міський,jobs
https://t.me/pln_ua,Польща 🇲🇨 Оголошення,60,group,Poland-wide,загальний/міський,classifieds/barakholka
https://t.me/ukrpolsce,УКРАЇНЦІ - БІЛОРУСИ В ПОЛЬЩІ🇺🇦🇵🇱,56,group,Poland-wide,загальний/міський,community chat
https://t.me/belpoz,Беларусы в Познани,51,group,Poznan,загальний/міський,community chat (Belarusians in Poznan)
https://t.me/poznantut,Польша. Жизнь. Репатриация,51,channel,Poznan,загальний/міський,community chat
https://t.me/wroclaw_chat,Чат Вроцлав | Wroclaw,51,group,Wrocław,загальний/міський,small city chat
https://t.me/tennis3city,Теннис Труймяста ( Гданьск / Сопот / Гдыня ),50,group,Trojmiasto,загальний/міський,"community (tennis, Trojmiasto)"
https://t.me/ukrainepolandwork,Легальная робота в Польше,48,group,Poland-wide,загальний/міський,jobs
https://t.me/intersection1,Перевозки с Украины в Польшу 🇺🇦🇵🇱,46,group,Poland-wide,загальний/міський,transport/parcels
https://t.me/katowice_info_r,Информация о Катовице,46,group,Katowice,загальний/міський,refugee info
https://t.me/qazalliance_poland,QazAlliance Poland,46,group,Poland-wide,загальний/міський,community (RU-speaking Kazakhs in PL)
https://t.me/belarus_gdansk,😢,45,channel,Gdansk,загальний/міський,community chat (Belarusians in Gdansk)
https://t.me/fundaciapomocy,Gliwice z Ukrainą 🇺🇦,44,group,Gliwice,загальний/міський,PL-UA aid foundation chat
https://t.me/pracia,Перевезеня та робота ЕС (Польша),44,group,Poland-wide,загальний/міський,jobs
https://t.me/workbydgoszcz,Работа Польша | Быдгощ,42,group,Bydgoszcz,загальний/міський,jobs
https://t.me/ua_plnd,УКРАЇНЦІ в ПОЛЬЩІ Польща. Українська польська Діаспора. Poland.,40,group,Poland-wide,загальний/міський,community chat
https://t.me/krakow_poland,Краков объявления 📣 | Польша,39,group,Krakow,загальний/міський,classifieds/barakholka
https://t.me/sale_purchase_poland,Барахолка Польша/Poland🇵🇱,36,group,Poland-wide,загальний/міський,classifieds/barakholka
https://t.me/grupa777super,Объявления Польша,35,group,Poland-wide,загальний/міський,classifieds/barakholka
https://t.me/worknowpl,🇪🇺Робота| Польща🇵🇱 WorkNow service Chat,35,group,Poland-wide,загальний/міський,jobs
https://t.me/robota_v_polshe_ua,Робота в Польщі 🇺🇦🇵🇱,34,group,Poland-wide,загальний/міський,jobs
https://t.me/praca3gdansk,"Работа Гданьск | Польша, Германия, Израиль | Легализация",34,group,Gdansk,загальний/міський,jobs
https://t.me/brokerwarszawa,АРЕНДА ЖИЛОЙ НЕДВИЖИМОСТИ|ВАРШАВА,32,group,Warszawa,загальний/міський,housing/rent
https://t.me/legnicachat,Українці в Польщі | Legnica🇵🇱🏘️,30,group,Legnica,загальний/міський,"UA chat ""Українці в Польщі | Legnica"" (small)"
https://t.me/chat_poznan,Познань🔥Чат🔥Poznań,28,channel,Poznan,загальний/міський,community chat
https://t.me/rezerwacja,Карта побыта / Karta pobytu - Помощь в Лодзи (Łódź),28,group,Lodz,загальний/міський,help/legalization
https://t.me/poland_marketplace,БАРАХОЛКА ПОЛЬША 🇵🇱| ДОСКА ОБЪЯВЛЕНИЙ️,27,group,Poland-wide,загальний/міський,classifieds/barakholka
https://t.me/wynajem_wawa,Аренда Авто Варшава TAXI Uber Bolt,25,group,Warszawa,загальний/міський,auto rental for taxi/Uber drivers
https://t.me/raciborz_polska,Racibórz Polska,12,channel,Racibórz,загальний/міський,city network chat (BatyaChatov-style); small/early-stage
https://t.me/opole_polska,Opole,10,channel,Opole,загальний/міський,city network chat (BatyaChatov-style); small/early-stage
https://t.me/tychy_polska,Tychy,9,channel,Tychy,загальний/міський,city network chat (BatyaChatov-style); small/early-stage
https://t.me/tarnow_polska,Tarnów 🇵🇱,4,group,Tarnów,загальний/міський,city network chat (BatyaChatov-style); small/early-stage
https://t.me/belarusywtyhy,Беларусы в Тыхы,28,group,Tychy,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,only live RU-speaking Tychy chat found
https://t.me/careerupwarszawa,Страховка•Легализация•Юрист•Польша•Бизнес•Приглашение•Наши люди здесь,69,group,Warszawa,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,help/legalization
https://t.me/chat_urlop_w_polsce,[Чат] ИП: Беременность и декрет в Польше,161,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,pregnancy/maternity-leave for parents
https://t.me/djliv9dg5itmyzg0,"Работа в Польше ( Варшава, Краков,Лодзь,Вроцлав,Щецин,Ополе.Гданск,Гдыня,",95,group,Warszawa,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,jobs
https://t.me/ekskursiikrakow,Краков / городские экскурсии от @krakowskaya_kolbasa,49,channel,Krakow,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,afisha/excursions
https://t.me/europa_work,"🇪🇺Робота в Польщі, Чехії, Словакії, Німеччині, Угорщині, Європі",68,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,jobs
https://t.me/gliwicedzieci,Гливице дети,,26,group,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,Gliwice | parents/kids chat — direct target
https://t.me/glwchat,Gliwice Super Chat,46,group,Gliwice,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,city chat
https://t.me/gremipersonalofficial,Робота в Польщі з Gremi Personal,4560,channel,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,jobs (agency)
https://t.me/home_czestochowa,Аренда жилья Ченстохова,2998,channel,Czestochowa,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,housing/rent
https://t.me/home_Katowice,Аренда жилья Катовице,5404,channel,Katowice,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,rentals — newcomer families
https://t.me/home_lodz,Аренда жилья Лодзь,8256,channel,Łódź,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,"housing, big reach"
https://t.me/home_plock,Аренда жилья Плоцк,1030,channel,Płock,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,"housing channel, only verified Płock presence"
https://t.me/home_radom,Аренда жилья Радом,1647,channel,Radom,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,housing/rent
https://t.me/home_rudaslaska,Аренда жилья Руда-Слёнска,290,channel,Ruda Śląska,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,Аренда жилья network; RU-language housing/rental classifieds for migrants
https://t.me/home_rybnik,Аренда жилья Рыбник,823,channel,Rybnik,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,Аренда жилья network; RU-language housing/rental classifieds for migrants
https://t.me/inpoland24,Польша,763,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,news
https://t.me/katowichka,Українці в Катовіце та Польщі / Файний чат,4827,group,Katowice,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,biggest UA chat of Katowice
https://t.me/krakowautisticchildren,Мамы особенных деток КРАКОВ,21,group,Kraków,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,special-needs moms
https://t.me/krakowchatk,Краків — Малопольське Воєводство,63,group,Kraków,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,UA free-talk chat
https://t.me/krakowvolontarius,Украинцы в Кракове / Українці в Кракові,440,group,Kraków,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,"community, moderated"
https://t.me/krosno_polska,Krosno Polska,9,channel,Krosno,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,city network chat (BatyaChatov-style); small/early-stage
https://t.me/kurier_poznan,Аренда/продажа авто Познань,179,group,Poznan,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,auto classifieds
https://t.me/legalholik_czat,ЛЕГАЛИЗАЦИЯ ПОЛЬША,490,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,help/legalization
https://t.me/legalineur,Польша и Европа / Бизнес документы и легализация,26,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,help/legalization
https://t.me/lubuskie4ua,Любуське для Українців Зелена Гура Гожув-Вєлкп. ZIELONA GÓRA GORZÓW Wi,198,group,Zielona Gora/Lubuskie,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,news/afisha
https://t.me/mamiukraine_pl,Барахолка Польща👩‍👩‍👧‍👦,199,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,classifieds/barakholka
https://t.me/mamymokotow,Мамы Мokotów,343,group,Warszawa (Mokotow),НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,very active district moms chat (109 online)
https://t.me/miloscboza,"Церковь ""Любовь Божья"" г.Гданьск, Польша _",67,channel,Gdansk,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,"community (RU-speaking church, Gdansk)"
https://t.me/nasz_wybir,Наш вибір,611,channel,Warszawa,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,Warsaw-based portal for Ukrainians; 11 tutor/Polish keyword hits
https://t.me/news_lodz,Лодзь Новости,,195,channel,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,Łódź | city news; evid:2
https://t.me/nieruchomosci_gdansk_helpset,"🏠 Недвижимость, Гданьск, Гдыня, Сопот 🇵🇱",294,channel,Gdansk,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,housing/rent
https://t.me/ola_torska,Polski bardzo dobrze,,7091,channel,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,Poland-wide | Polish-language courses for Ukrainians
https://t.me/parentswroclaw,"Вроцлав: школы, лицеи, техникумы, университеты",528,group,Wroclaw,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,"parents discuss schools/exams/recruitment, explicit tutor search"
https://t.me/pl_tell,Польша Жильё l Работа,553,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,jobs
https://t.me/podlublin,Подслушано Люблин,,3784,group,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,Lublin | biggest Lublin community chat (RU/UA)
https://t.me/polskipablic,🇵🇱 Полезная инфа Польши 🇵🇱,105,channel,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,community chat
https://t.me/qazaqinpoland,Казахстанцы в Польше,339,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,community/jobs (RU-speaking Kazakhs in PL)
https://t.me/rabota_polsha_now,Работа / Вакансии / Подработка в Польше,5865,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,jobs
https://t.me/rabotatyt_pl,Работа Тут👇PL,244,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,jobs
https://t.me/taxi_in_poland,Такси в Польше🚕,30,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,jobs/transport (taxi drivers)
https://t.me/ThePoland1,Українці в Польщі,7744,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,large UA diaspora chat
https://t.me/thepoznan,Познань Новости / The Poznan,241,channel,Poznań,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,RU news channel; 5 tutor-keyword hits in recent posts
https://t.me/torun_ukraine,Інформація для українців Торунь,1291,channel,Toruń,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,announcements of Toruń UA community; evid:2
https://t.me/transfereurobel,Попутчики 🇧🇾 Беларусь-Европа,160,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,community chat
https://t.me/ukraina_in_poland,УКРАИНЦЫ РАБОТА В ПОЛЬШЕ / УКРАЇНЦІ В ПОЛЬЩІ,4605,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,jobs
https://t.me/ukraincikrakow,Українці Кракова — допомога біженцям,476,group,Kraków,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,refugee help
https://t.me/ukraincywgdyni,Польща Гдиня Українці,,964,group,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,Gdynia | Gdynia-specific UA announcements
https://t.me/ukraintsivpolshi,Українці в Польщі,45,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,community chat
https://t.me/vcenpx1ju400oday,"Пассажирские перевозки с Украины в Польшу, Германию и обратно",29,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,transport/parcels
https://t.me/vonter_polska,"Волонтери Щецин, Гожув",395,group,Szczecin,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,help/legalization
https://t.me/warzawa24_7,Українці в Польщі 🇵🇱,86,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,community chat
https://t.me/worklife_poland,Робота / Новини / Польща,204,group,Poland-wide,НЕ ПІДТВЕРДЖЕНО на фінальній перевірці,jobs
